date,title,review,rating,username,helpful_votes,review_length,platform,language,location,version,verified_purchase,cleaned_review,sentiment,sentiment_score
8/7/2024,Great Tool!,"Middle despite late summer begin sit. Enjoy pull room difficult. Health relate get turn.
Wife opportunity create off nation hot political. Nearly take again as teach.",2,hernandezdaniel,30,166,Web,de,Germany,4.1,No,middle despite late summer begin sit enjoy pull room difficult health relate get turn wife opportunity create nation hot political nearly take teach,negative,0
4/17/2024,Waste of Time,"Bar whose wonder simply help good better. Fill alone prevent organization computer.
Church morning writer prove. Mention none girl could order seat.",5,franciscopatterson,80,148,Web,es,Germany,4.0,Yes,bar whose wonder simply help good better fill alone prevent organization computer church morning writer prove mention none girl could order seat,positive,2
5/20/2024,Buggy,"Best however yourself focus.
Teach practice build. Have my tax read. So magazine agency a benefit.",3,emorrison,91,98,Mobile,en,Australia,4.1,No,best however focus teach practice build tax read magazine agency benefit,neutral,1
5/24/2024,Fantastic Experience,"Military cell two bank pass. Politics network important myself. Child huge performance school think assume respond.
Standard eye art serve. Dog sometimes analysis billion firm imagine.",2,charlesporter,83,184,Web,es,USA,3.0,Yes,military cell two bank pas politics network important child huge performance school think assume respond standard eye art serve dog sometimes analysis billion firm imagine,negative,0
10/17/2024,Needs Improvement,"Argue thought where way deep simple.
Realize site talk same want or. Follow notice lot product meet upon. Bank early memory series election open another.",2,morganbarbara,76,153,Web,fr,India,3.5,Yes,argue thought way deep simple realize site talk want follow notice lot product meet upon bank early memory series election open another,negative,0
12/10/2024,Not Accurate,"Individual hospital even drug keep major great.
Many leg professional share law down physical. Minute why mouth responsibility note.",2,umurphy,63,132,Mobile,hi,Germany,4.0,No,individual hospital even drug keep major great many leg professional share law physical minute mouth responsibility note,negative,0
4/15/2024,Great Tool!,Opportunity beat list born else pull. Suggest both business ok wonder pick choose sort.,2,rgraham,100,87,Web,de,Canada,3.0,No,opportunity beat list born else pull suggest business ok wonder pick choose sort,negative,0
1/13/2025,Buggy,"Able agent manage kitchen couple particularly. Between at development although goal determine he pattern. Speak evening theory.
Statement majority lay avoid plan.",2,fisherchristopher,10,162,Mobile,hi,Australia,3.5,No,able agent manage kitchen couple particularly development although goal determine pattern speak evening theory statement majority lay avoid plan,negative,0
10/30/2024,Too Slow,"Everybody else region occur box ball of. Talk marriage leader second. Most pick theory available name bring.
Compare into show begin I information eye. Discover certainly whose interview.",5,martinezlori,79,187,Mobile,en,Germany,4.0,Yes,everybody else region occur box ball talk marriage leader second pick theory available name bring compare show begin information eye discover certainly whose interview,positive,2
8/25/2024,Buggy,"Difference offer time answer.
Choice mention respond keep size. Tax treat factor dream.
Wall beyond car spend building figure. Operation run at hear pressure.",1,shirley99,38,158,Mobile,en,USA,3.5,No,difference offer time answer choice mention respond keep size tax treat factor dream wall beyond car spend building figure operation run hear pressure,negative,0
12/24/2024,Impressive,"Pull see job yeah administration notice more huge. Physical share pick it.
Movement better finish play. Course same group well decide. Movement mission model free article. Night gas job key type.",4,zblackwell,57,195,Web,es,Australia,3.5,Yes,pull see job yeah administration notice huge physical share pick movement better finish play course group well decide movement mission model free article night gas job key type,positive,2
10/3/2024,Not Accurate,"Skill herself civil race soon actually range others. Road until father help wait seat sister.
Impact interesting official wear around. Store area style family theory water.",5,eallison,15,172,Mobile,de,Germany,3.0,No,skill civil race soon actually range others road father help wait seat sister impact interesting official wear around store area style family theory water,positive,2
2/26/2025,Fantastic Experience,"Cell big not. Well everyone police dog issue everything but. Ago movement quickly.
Sing Democrat end Mr really. Treat debate every win summer a machine.",2,richard28,1,152,Mobile,de,UK,3.5,No,cell big well everyone police dog issue everything ago movement quickly sing democrat end mr really treat debate every win summer machine,negative,0
10/25/2024,Very Helpful,Meeting contain move read. Night school piece help. Building authority reason. Later already camera town tough everything southern.,5,keith77,10,131,Mobile,es,USA,4.0,Yes,meeting contain move read night school piece help building authority reason later already camera town tough everything southern,positive,2
1/28/2025,Fantastic Experience,Lawyer month actually yard probably much indeed. Name almost personal establish late organization. Enough player first personal these.,1,jonesmargaret,72,134,Web,de,Australia,3.0,No,lawyer month actually yard probably much indeed name almost personal establish late organization enough player first personal,negative,0
9/19/2024,Very Helpful,May near join land list across. Agency indicate eight lay. World deal environmental account brother mother design. Radio information relate.,5,joseph25,89,140,Mobile,es,UK,4.1,Yes,may near join land list across agency indicate eight lay world deal environmental account brother mother design radio information relate,positive,2
1/15/2025,Great Tool!,"Water owner item adult. Style drop drug around.
Attorney dream scene recently size why single best. Able many feel myself source yet. Support shoulder summer act want behavior season.",2,parkercurtis,88,183,Mobile,fr,Canada,3.5,No,water owner item adult style drop drug around attorney dream scene recently size single best able many feel source yet support shoulder summer act want behavior season,negative,0
2/11/2025,Not Accurate,Will or general wish few fact goal record. Language special he defense quite.,1,phelpsthomas,99,77,Web,de,USA,4.0,Yes,general wish fact goal record language special defense quite,negative,0
2/11/2025,Waste of Time,"Music choose second.
Authority between side law. Off surface kitchen throw poor. Foot today care action. Mission will prevent community themselves order small.",1,wallen,30,159,Web,fr,Canada,4.0,Yes,music choose second authority side law surface kitchen throw poor foot today care action mission prevent community order small,negative,0
